id,title,content,content_more,latitude,longitude,maplink,address,monday,tuesday,wednesday,thursday,friday ,saturday,sunday,contact,category,fee,in_outDoor,rating,website_link,photo_main,is_published,published_date,user
164,Farlim Night Market,"Farlim Night Market, located in Ayer Itam, is truly the food paradise of Penang! This bustling market offers an enticing variety of delicious food alongside a range of items, including clothes, leather handbags, kids’ toys,","decorative home items, footwear, wooden crafts, dry fruits, and refreshing ice creams. Be sure to try the renowned Frankie Pizza, a favorite among locals, and don't miss the delightful desserts from the Malaysian Mixed Dessert stall, featuring a medley of flavors. For an unforgettable treat, indulge in Tau Fo Fa, a hot and silky smooth bean curd pudding. Farlim Night Market is a must-visit destination for food lovers and shopaholics alike!",5.3897564,100.27334,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.1784310685716!2d100.2828689!3d5.3897564!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac18aae6edc57%3A0x5ff87e27ddd7b3a5!2sFarlim%20Wednesday%20Night%20Market!5e0!3m2!1sen!2smy!4v1729919723654!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","27-75, Medan Angsana, Bandar Baru Ayer Itam, 11500 Ayer Itam, Pulau Pinang",Closed,Closed,5:00 pm-11:00 pm,Closed,Closed,Closed,Closed,-,Streets and Night Markets,-,Outdoor,4,-,https://fastly.4sqi.net/img/general/600x600/39393188_Sz4NS1qwiCdCx16sfbcTvuqVQGhV4gql7GQpHw2EYpU.jpg,1,18/4/2025 14:55,1
165,Uptown Bukit Jambul Night Market,"Uptown Bukit Jambul Night Market is a vibrant destination for tourists seeking a taste of authentic Malay cuisine and affordable fashion! Explore a delightful array of local dishes that will tantalize your taste buds, while sh","opping for stylish clothes at great prices. As you wander through the lively stalls, you might even be treated to the sounds of live band performances, creating an unforgettable atmosphere. Whether you’re a food lover or a shopaholic, Uptown Bukit Jambul Night Market promises a fun-filled experience that showcases the best of Penang's culture!",5.3332617,100.2806,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.546025216441!2d100.29012449999999!3d5.3332616999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac043f46bebc3%3A0xc08230ceb1bfdf9c!2sBukit%20Jambul%20Uptown!5e0!3m2!1sen!2smy!4v1729919742117!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Persiaran Bukit Jambul, Kampung Seberang Paya, 11900 Bayan Lepas, Pulau Pinang",10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,017-349 4317,Streets and Night Markets,-,Outdoor,4.1,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSx7uXINOHjimWpOwudSXkNSM3-IZQC3kXvxg&s,1,19/4/2025 14:55,1
166,Sungai Dua Night Market,"Sungai Dua Night Market is a must-visit destination in Penang, renowned for its delicious array of Malaysian, Chinese, and Indian snacks. As the market comes to life, visitors flock to indulge in mouthwatering treats like Laks","a, meat skewers, Nasi Lemak, and burgers. Beyond the food, you’ll find Chinese stalls offering shoes, clothes, and accessories, along with fresh items such as sweet corn, pumpkins, cucumbers, sugarcanes, ice golas, readymade sweets, and raw fish. While there's no seating available for dining, the vibrant atmosphere and tantalizing aromas make it the perfect place to grab a quick bite and soak in the local culture!",5.3502777,100.28816,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.4357136242834!2d100.2976887!3d5.3502776999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac5228644e9a5%3A0x4c6e9d33b154bbdc!2sSungai%20Dua%20Night%20Market!5e0!3m2!1sen!2smy!4v1729919781096!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","1, Jalan Sungai Dua, Sungai Dua, 13800 Gelugor, Pulau Pinang",Closed,Closed,Closed,Closed,Closed,5:00 pm-10:00 pm,Closed,-,Streets and Night Markets,-,Outdoor,4,-,https://i.ytimg.com/vi/W8cclcvhleo/sddefault.jpg,1,20/4/2025 14:55,1
167,Pasar Malam Van Praagh,"Pasar Malam Van Praagh is one of the largest and must-visit night markets in Penang, offering a fantastic selection of over 100 stalls! Explore a vibrant mix of food trucks, traditional vendors, and accessory stands, making it","the perfect destination for food lovers and shoppers alike. With such a diverse array of offerings, you’re sure to find delicious local dishes and unique treasures to take home. Don’t miss out on this lively market experience!",5.3967941,100.30423,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.1323683406536!2d100.3137602!3d5.3967941!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3d0e3a23023%3A0x81fe86cbbfbd89a4!2sNight%20Market%20on%20Friday%20(Pasar%20Malam%20Van%20Praagh)!5e0!3m2!1sen!2smy!4v1729919797558!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","52, Jalan Van Praagh, Taman Continental, 11600 George Town, Pulau Pinang",Closed,Closed,Closed,Closed,Closed,Closed,Closed,016-410 0698,Streets and Night Markets,-,Outdoor,4.2,-,https://www.loka.my/_next/image?url=https%3A%2F%2Fapi.crib.my%2Fapi%2Fv1%2Floka%2Fdownload%2Foptimize%2Fassets_loka%2Fattraction%2Fpasar-malam-van-praagh%2Fimage%2Fp4.jpg%3Fquality%3D90%26width%3D768%26height%3D768%26format%3Dwebp%26progressive%3Dtrue&w=3840&q=75,1,21/4/2025 14:55,1
168,Tanjung Bungah Night Market,"Tanjung Bungah Night Market may be smaller than other night markets in Penang, but it boasts a delightful variety of items for sale. With several Chinese restaurants, you can indulge in local favorites like Xiao Long Bao—ste","amed dumplings filled with flavorful soup, served with a blend of soy sauce and fresh ginger. Some stalls even offer seating, allowing you to enjoy a full meal in comfort while soaking up the vibrant atmosphere. It’s a charming spot to explore and savor delicious dishes!",5.4644098,100.27507,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.6867604218633!2d100.28459439999999!3d5.4644097999999985!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac2c844cddb9b%3A0x5edad709ad77991!2sTanjung%20Bungah%20Night%20Market%20(Tuesday)!5e0!3m2!1sen!2smy!4v1729919813838!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Jalan Tanjung Bungah, Taman Tanjung Bunga, 11200 Tanjung Bungah, Penang",Closed,5:30 pm-10:00 pm,Closed,Closed,Closed,Closed,Closed,-,Streets and Night Markets,-,Indoor&Outdoor,4.1,-,https://i0.wp.com/www.penangseaview.com/wp-content/uploads/2014/08/batuferringhinightmarket4.jpg?ssl=1,1,22/4/2025 14:55,1
169,Paya Terubong Night market,"Paya Terubong Night Market, located in Ayer Itam, is a vibrant attraction for both tourists and locals alike. Like many night markets in Penang, it offers a diverse range of items, including food, clothes, home gadgets, shoes,","phone covers, beauty products, and various accessories. Don’t miss the chance to try the Char Koay Teow, known for its unique flavor of fried seafood blended with an array of spices. Other local specialties include spicy rojak, Korean-style fried chicken, and duck pancakes. You can also explore a delightful selection of biscuits, pastries, and cookies displayed in charming tin boxes. Additionally, some stalls offer oils designed to enhance blood circulation, adding to the",5.3933273,100.267,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d63554.48106431494!2d100.24151007910156!3d5.393327300000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac21c25def711%3A0x9afe4ccea87053e9!2sPaya%20Terubong!5e0!3m2!1sen!2smy!4v1729919835394!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","1228l, Jln Paya Terubung, Bandar Baru Air Itam, 11500 Ayer Itam, Pulau Pinang",Closed,Closed,6:30 pm-11:00 pm,Closed,Closed,Closed,5:30 pm-10:30 pm,016-498 8896,Streets and Night Markets,-,Indoor&Outdoor,3.9,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQ7pq8mSe8nGPeTuMWJV5FuHW9TfFUBQHHgA&s,1,23/4/2025 14:55,1
170,Queens Park Night Market,Queens Park Night Market is a vibrant destination perfect for families and friends alike! Experience the thrill of go-karting and explore the fun of riding electric bicycles as you stroll through a lively atmosphere filled wit,"h delicious food options. Whether you're looking for a casual evening out or an exciting adventure, this market has something for everyone. Don’t miss the chance to create unforgettable memories with your loved ones at Queens Park Night Market!",5.3292511,100.30515,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.571974173781!2d100.307723!3d5.329251100000013!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac18cbae1cad3%3A0x78c471fcf4fd0841!2sQueens%20Park%20Night%20Market!5e0!3m2!1sen!2smy!4v1729919849986!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Dataran Pantai Queensbay, Persiaran Bayan Indah, 11900 Bayan Lepas, Penang",4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,013-4383312,Streets and Night Markets,-,Outdoor,4.6,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF1ZvYjY5cQ2BEAxKUOF4t23poTZQWscPKWg&s,1,24/4/2025 14:55,1
171,Chowrasta Market,"Chowrasta Market, built in 1890 in the heart of George Town, originally served the South Indian immigrant community. Its name translates to “four cross roads” in Urdu, and today it stands as the largest and greenest market","in Penang. The market buzzes with locals shopping for fresh produce, affordable household items, and clothing, making it a vibrant spot for people-watching. Visitors can find great local souvenirs, like tau sar piah (bean-paste biscuits) and preserved nutmegs, often at lower prices than in tourist areas. A highlight of the market is the charming second-hand bookshop upstairs, featuring a treasure trove of used books that reach up to the ceiling. Chowrasta Market is a must-visit for anyone wanting to experience the authentic local culture of Penang!",5.4181783,100.32183,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.9920380717017!2d100.32916441744385!3d5.418178300000022!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3971dd6691f%3A0x998b990e4f66699e!2sChowrasta%20Market!5e0!3m2!1sen!2smy!4v1729919867744!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Lot 124, Jln Penang, George Town, 10100 George Town, Pulau Pinang",6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,016-434 3768,Streets and Night Markets,-,Indoor,4.2,-,https://upload.wikimedia.org/wikipedia/commons/1/15/Cmglee_Penang_Chowrasta_Market_entrance.jpg,1,25/4/2025 14:55,1
172,Teluk Kumbar Weekly Night Market,"Teluk Kumbar Weekly Night Market is a delightful destination for food lovers, showcasing a wide variety of Malaysian street foods! Like other night markets, it offers an array of delicious street food, along with dry and wet g","oods, fresh fruits, and seafood. It’s the perfect spot to immerse yourself in local flavors and experience the vibrant culture of Penang. Whether you’re hunting for tasty snacks or unique ingredients, this market has something for everyone!",5.2931043,100.22255,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.8049690594607!2d100.2320792!3d5.2931042999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304a953eaaec72e5%3A0x453f531fbac9a82!2sTeluk%20Kumbar%20Weekly%20Night%20Market!5e0!3m2!1sen!2smy!4v1729919884177!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Bandar Baru Telok Kumbar, 11000 Bayan Lepas, Penang",Closed,5:00 pm-10:00 pm,Closed,Closed,Closed,Closed,Closed,-,Streets and Night Markets,-,Outdoor,4,-,https://s3-media0.fl.yelpcdn.com/bphoto/ldSReznKnC1VV0GD-7H4Pw/1000s.jpg,1,26/4/2025 14:55,1
173,New Lane Street Foodstalls,"At New Lane Hawker Centre, the essence of Penang’s street food culture comes alive. This pop-up style hawker center, brimming with over 20 vendors, offers an array of mouth-watering dishes. Char Kuey Teow, a stir-fried noodl","e delicacy, is a crowd favorite, while Sotong Kangkung and Popiah provide a delightful mix of textures and flavors. The variety of dishes available caters to all palates, making it a one-stop destination for a gastronomic adventure.",5.4148035,100.31699,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.0142214068496!2d100.3265211!3d5.4148035!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3be119b4b0b%3A0xd6417012de525c17!2sNew%20Lane%20Street%20Foodstalls!5e0!3m2!1sen!2smy!4v1729919898287!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Lorong Baru, 10450 George Town, Pulau Pinang",4:00 pm-11:00 am,4:00 pm-11:00 am,4:00 pm-11:00 am,4:00 pm-11:00 am,4:00 pm-11:00 am,4:00 pm-11:00 am,4:00 pm-11:00 am,016-443 7463,Streets and Night Markets,RM 1–20,Outdoor,3.8,-,https://fastly.4sqi.net/img/general/600x600/6812841_dfMJastCUVZ39OaXBrqrQOJtAvHwrzW_R4MORSb_-sY.jpg,1,27/4/2025 14:55,1
174,Gurney Drive Hawker Centre,"Gurney Drive Hawker Center is a must-visit for food lovers in Penang! Located along the vibrant Gurney Drive promenade, this culinary hotspot showcases a diverse range of local street food, celebrating the area’s rich culina","ry heritage. The lively atmosphere is perfect for enjoying popular dishes like Char Kway Teow, Asam Laksa, and Nasi Kandar, complemented by delightful desserts such as Chendol. With reasonable prices and a focus on fresh, expertly prepared food, it’s an ideal spot for budget-friendly dining. Its cleanliness and organized layout enhance the experience, making it easily accessible for visitors. Overall, Gurney Drive Hawker Center is a highlight of any trip to Penang, sure to leave you with unforgettable memories and a satisfied palate!",5.4401257,100.29936,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.8467710909263!2d100.3087316!3d5.4402265!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac30639aac903%3A0x8e7f6fe543f145f8!2sGurney%20Drive%20Hawker%20Center!5e0!3m2!1sen!2smy!4v1729919921171!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","172, Solok Gurney 1, Pulau Tikus, 10250 Jelutong, Pulau Pinang",5:00 pm-12:00 am,5:00 pm-12:00 am,5:30 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,016-4973907,Streets and Night Markets,RM 1–20,Outdoor,3.8,-,https://www.foodcrush.my/storage/images/restaurant/profile/2346/0Vrp505uxULcQNTk3Uc51i3HWjn0AQym36jFWtAS.jpg,1,28/4/2025 14:55,1
175,Pasar Malam Sungai Ara,"Pasar Malam Sungai Ara is a vibrant market offering a treasure trove of delicious and affordable food! With countless options available, you’ll find everything from mouthwatering street food to fresh fruits, vegetables, hous","ehold items, and even clothing. This huge market is perfect for those looking to explore a diverse range of tasty treats and unique finds, all at incredibly cheap prices. It’s a fantastic spot to experience local culture while satisfying your cravings!",5.3256211,100.27132,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.5954438320123!2d100.2738952!3d5.325621099999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac010cdaaaaab%3A0xf00f68e78a7f99a2!2sPasar%20Malam%20Sungai%20Ara!5e0!3m2!1sen!2smy!4v1729919930564!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Kampung Sungai Ara, 11900 Bayan Lepas, Penang",Closed,Closed,Closed,Closed,6:00 pm-11:00 pm,Closed,Closed,-,Streets and Night Markets,-,Outdoor,4.3,-,https://www.loka.my/_next/image?url=https%3A%2F%2Fapi.crib.my%2Fapi%2Fv1%2Floka%2Fdownload%2Foptimize%2Fassets_loka%2Fattraction%2Fpasar-malam-sungai-ara%2Fimage%2F2458166_9Z4vCFCFW2H2dMRouK_igf_bILgNwrIJPJ3f6j27zG8.jpg%3Fquality%3D90%26width%3D768%26height%3D768%26format%3Dwebp%26progressive%3Dtrue&w=3840&q=75,1,29/4/2025 14:55,1
176,Nibong Tebal Sunday Night Market,"Nibong Tebal is an Open-air Sunday market, and hence the name. It is one of the longest street night markets in Penang. A huge number of stalls sell general goods, lip-smacking local dishes and all other accessories. Chives an","d radish cake are the local favourites. Sugarcane juice, lime juice and Chinese iced tea and are sold in abundance for respite from the heat in summers.",5.1756209,100.47386,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3973.5513212517817!2d100.47643529999999!3d5.1756209!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ab051264029ed%3A0xa6d23711d5c9e05b!2sPasar%20Malam%20Nibong%20Tebal!5e0!3m2!1sen!2smy!4v1729919950339!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","14, Jalan Sungai Daun, Taman Nibong Tebal Jaya, 14300 Nibong Tebal, Pulau Pinang",Closed,Closed,Closed,Closed,Closed,Closed,7:00 pm-10:00 pm,-,Streets and Night Markets,-,Indoor&Outdoor,4.2,-,https://i.ytimg.com/vi/2QYHtxYaslk/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBiIM1p3gkoTIE3TB846t51Ce5Rig,1,30/4/2025 14:55,1
177,Chulia Street Hawker Center,"Chulia Street Hawker Center, nestled in the heart of Georgetown, is a true paradise for food enthusiasts. As night falls, the vibrant atmosphere comes alive, inviting both locals and tourists to embark on a culinary adventure.","The delightful aroma of Wantan Mee fills the air, while skilled vendors prepare Curry Mee and Apom Balik, drawing eager crowds ready to savor these local favorites. Though not the largest hawker center, its quality and variety make it a standout destination in Penang’s bustling street food scene.",5.4181458,100.33141,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.992251767378!2d100.3362829!3d5.4181458!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3904b1d7b37%3A0xd6f5c65a3d16a52!2sChulia%20Street%20Hawker%20Food!5e0!3m2!1sen!2smy!4v1729919964359!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Chulia St, Georgetown, 10450 George Town, Penang",Closed,4:30 pm-10:30 pm,4:30 pm-10:30 pm,4:30 pm-10:30 pm,4:30 pm-10:30 pm,4:30 pm-10:30 pm,4:30 pm-10:30 pm,-,Streets and Night Markets,RM 1–20,Indoor&Outdoor,4.1,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFjkL8I3Y9yiLem7PZx8S1SPjq2BBHsjdCLQ&s,1,1/5/2025 14:55,1
178,Lorong Kulit Flea Market,"Lorong Kulit Flea Market is a unique destination that has transformed a large car park into a treasure trove of diverse items. Here, you can discover everything from clothes and old electronics to vinyl records and hand tools.","With stalls offering both new and second-hand goods, it’s the perfect spot to find something special at a bargain price. Whether you’re hunting for vintage gems or simply browsing, Lorong Kulit Flea Market promises a fascinating shopping experience!",5.4120634,100.31088,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.0322225766167!2d100.31345809999999!3d5.412063400000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3b7b36e1f81%3A0xe2c2e21be269c16!2zTG9yb25nIEt1bGl0IEZsZWEgTWFya2V0IChQYXNhciBTYWxhdC_grrDgr4vgrp_gr4Eg4K614K6-4K6V4K-NKQ!5e0!3m2!1sen!2smy!4v1729919977522!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","625 Jalan Dato Keramat Georgetown, 10460 George Town, Pulau Pinang",7:30 am-1:00 pm,7:30 am-1:00 pm,7:30 am-1:00 pm,7:30 am-1:00 pm,7:30 am-1:00 pm,7:30 am-1:00 pm,7:30 am-1:00 pm,016-439 4913,Streets and Night Markets,-,Outdoor,3.9,-,https://medialeng.wordpress.com/wp-content/uploads/2023/01/lorongkulit-9.jpg?w=850,1,2/5/2025 14:55,1
179,Perda City Flea Market,"Perda City Flea Market is one of the largest flea markets on Penang mainland, boasting over 150 vendors and Open daily until midnight. This vibrant market offers a diverse selection of street food, clothes, and various other i","tems, making it a fantastic spot for both shopping and dining. Families will love the mini fun fair for kids, adding to the market's appeal as a perfect family outing. If you’re on the hunt for wacky souvenirs, accessories, or quirky arts and crafts, be sure to arrive early for the best finds! It’s an exciting destination that promises a fun-filled experience for everyone.",5.3682584,100.43675,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.3187673315824!2d100.4393253!3d5.368258399999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac7162b63addb%3A0x995e02ab4adea204!2sPerda%20City%20Flea%20Market!5e0!3m2!1sen!2smy!4v1729919997814!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Perda City Flea Market, Bandar Baru Perda, 14000 Bukit Mertajam, Pulau Pinang",6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,014-396 2867,Streets and Night Markets,-,Outdoor,4.2,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5qyuqRCD-7-nd19LvcGqnDzww437DKK-anw&s,1,3/5/2025 14:55,1
180,Straits and Oriental Museum,Documenting the splendour of porcelain and its significance to the ancient world. We have managed to secure authentic pieces that were painstakingly recovered from tedious maritime expeditions from well-known wrecks such as th,"e Wanli, Turiang, Royal Nanhai, Nanyang, Xuande, and Desaru. The museum will be divided into three sections which we will be discussing in detail.​",5.4191609,100.3353208,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.942308794058!2d100.3275959451781!3d5.419160812960301!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3b243c2fedf%3A0x32b275b58975cbe9!2zU3RyYWl0cyBhbmQgT3JpZW50YWwgTXVzZXVtIOWNmueJqemkqA!5e0!3m2!1sen!2smy!4v1730016259806!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","20 Stewart Lane,
Georgetown, Penang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,011-17227007,Museums,"RM25
FREE entry for 12 years old and below.",Indoor,4.9,"Straits & Oriental Museum, Penang Museum, Muzium Penang",https://somuseum.asia/wp-content/uploads/2024/03/Somuseum_Ceramic-1024x683.jpg,1,4/5/2025 14:55,1
181,Upside Down Museum,Playful museum with rooms creating the illusion that visitors are walking on ceilings & walls.,.,5.4158046,100.3335296,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.030571824149!2d100.32322984517768!3d5.415804513013565!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3915052f02d%3A0x900a2ffb9751a750!2sUpside%20Down%20Museum!5e0!3m2!1sen!2smy!4v1730016298048!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","45, Lebuh Kimberley, 10100 George Town, Penang",9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,04-2642660,Museums,"Adults RM36, children RM26
MyKad: RM26 / RM14",Indoor,4.2,http://upsidedownmuseum.com.my/,https://sirbtrips.com/storage/files/gallery_img_7711-59e9ec063bd6e.jpg?size=825,1,5/5/2025 14:55,1
182,Penang 3D Trick Art Museum,Family-friendly museum with decorated rooms designed for comical photos & optical illusions.,.,5.4197585,100.3417413,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.925266855687!2d100.33140234517813!3d5.419808612950033!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38f7c0c49fb%3A0xd055d50e47466aa8!2sPenang%203D%20Trick%20Art%20Museum!5e0!3m2!1sen!2smy!4v1730016312327!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","10, Lebuh Penang, 10200 George Town, Penang",9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,04-2631628,Museums,"ADULTS (13 years & above)
RM28 / RM18 (MyKad)
CHILDREN (4 – 12 years)
RM18 / RM12 (MyKad)
SENIOR CITIZENS (60 years & above)
RM12 (MyKad)",Indoor,4.3,http://www.penang3d.com/,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1295,h_720,f_auto/w_80,x_15,y_15,g_south_west,l_klook_water/activities/nrw34uo1c04a3csqglea/Penang3DTrickArtMuseumAdmissionTicket.jpg",1,6/5/2025 14:55,1
